_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
1885,3414,TR-05238,None,None,Kennedy Rd,West,Havendale Rd,North,T13342,22,None,LK,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2919291518861, 43.7912443261725]]}"
1886,3415,TR-05239,None,None,Kennedy Rd,East,Linwood Ave,South,T4098,22,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2925589901838, 43.7934369142269]]}"
1887,3416,TR-05241,None,None,Victoria Park Ave,East,Pleasant View Dr,North,T8494,22,None,LK,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.327886047567, 43.7859763730697]]}"
1888,3417,TR-05244,None,None,Victoria Park Ave,East,McNicoll Ave,North,T14261,22,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3364348361921, 43.8046869304441]]}"
1889,3418,TR-05245,3771,Victoria Park Ave,Victoria Park Ave,East,Gordon Baker Rd,South,T3156,22,None,LK,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3381165851558, 43.8085211616013]]}"
1890,3419,TR-05246,3815,Victoria Park Ave,Victoria Park Ave,East,Gordon Baker Rd,South,T8464,22,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3388724457131, 43.8102676796573]]}"
1891,3420,TR-05247,None,None,Victoria Park Ave,East,Steeles Ave E,South,T9522,22,None,LK,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3401734980651, 43.8134605960715]]}"
1892,3421,TR-05249,None,None,Kennedy Rd,East,Flora Dr,South,T4083,21,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.274351342378, 43.7480685475672]]}"
1893,3422,TR-05251,2223,Kennedy Rd,Kennedy Rd,East,Collingwood St,South,T4074,22,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2871674928385, 43.7816138849553]]}"
1894,3423,TR-05252,2419,Kennedy Rd,Kennedy Rd,East,Marilyn Ave,North,T4100,22,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2900171869464, 43.7874813417128]]}"
1895,3424,TR-05253,2461,Kennedy Rd,Kennedy Rd,East,Reidmount Ave,North,T4119,22,None,LCN,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2905540589917, 43.7888208414652]]}"
1896,3425,TR-05254,39,York Ridge Rd,York Mills Rd,North,York Ridge Rd,East,T3265,15,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4013746724714, 43.7444748430292]]}"
1897,3426,TR-05256,None,None,York Mills Rd,South,Harrison Rd,West,T7468,15,None,V,Existing,Provincial,TS13351,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3789145726521, 43.7496098050116]]}"
1898,3427,TR-05257,801,York Mills Rd,York Mills Rd,South,Scarsdale Rd,West,T9084,16,None,KR1,Temporarily Removed,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3577050258706, 43.7533214604275]]}"
1899,3428,TR-05259,2126,Victoria Park Ave,Victoria Park Ave,West,Paget Rd,South,T7418,16,None,LK,Existing,Provincial,TS13360,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3162415216444, 43.7597825037491]]}"
1900,3429,TR-05262,555,Ellesmere Rd,Ellesmere Rd,South,Principal Rd,East,T7715,21,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2942736448346, 43.7625720129026]]}"
1901,3430,TR-05266,None,None,Spadina Ave,North,Front St E,East,T7346A,10,Toronto Downtown West,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3939321336097, 43.6429828504701]]}"
1902,3431,TR-05267,None,None,Spadina Ave,North,Front St E,East,T7346B,10,Toronto Downtown West,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3939467817562, 43.6430126135955]]}"
1903,3432,TR-05271,None,None,Spadina Ave,North,Front St W,West,T8123A,10,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3940422304738, 43.6429592879619]]}"
1904,3433,TR-05272,None,None,Spadina Ave,North,Front St W,West,T8123B,10,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3940569206406, 43.6429933807724]]}"
1905,3434,TR-05273,None,None,Spadina Ave,North,Front St W,West,T8123C,10,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3940767683966, 43.6430338243272]]}"
1906,3435,TR-05278,None,None,Spadina Ave,North,King St W,West,T8126A,10,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3952125165452, 43.6457703513888]]}"
1907,3436,TR-05279,None,None,Spadina Ave,North,King St W,West,T8126B,10,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3952287110669, 43.645802636136]]}"
1908,3437,TR-05281,127,Victoria Park Ave,Victoria Park Ave,East,Kingston Rd,South,T11036,20,None,LKN,Existing,Provincial,S3211036,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2833473259235, 43.6793011105863]]}"
1909,3438,TR-05283,None,None,Victoria Park Ave,West,Denton Ave,North,T14962,19,None,LC,Existing,Provincial,TS13378,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2892229309391, 43.6929763509474]]}"
1910,3440,TR-05290,None,None,Pharmacy Ave,East,Arnall Ave,North,T6762,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3328715364607, 43.8090241638893]]}"
1911,3441,TR-05291,3440,Pharmacy Ave,Pharmacy Ave,West,Arnall Ave,North,T6662,22,None,T,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3323358966502, 43.8073618464307]]}"
1912,3442,TR-05293,None,None,Pharmacy Ave,West,McNicoll Ave,North,T6668,22,None,T,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3316049906542, 43.8057764589982]]}"
1913,3447,SH-03247,838,Brimley Rd,Lawrence Ave E,South,Brimley Rd,West,T5239,21,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2555587374983, 43.7533216170795]]}"
1914,3449,SH-02383,4613,Dundas St W,Dundas St W,North,The Kingsway,East,T3510,02,None,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5194120480846, 43.6573626833703]]}"
1915,3451,SH-03798,247,King St E,King St E,South,Sherbourne St,West,T4145,13,St. Lawrence Market Neighbourhood,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.368424072806, 43.6511486868141]]}"
1916,3460,SH-02261,1,Talgarth Rd,The East Mall,East,Talgarth Rd,South,T2219,02,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5704146432993, 43.6624507645703]]}"
1917,3463,SH-00028,2740,Lawrence Ave E,Lawrence Ave E,North,Marcos Blvd,West,T5315,21,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.259287077436, 43.7528934129331]]}"
1918,3469,SH-01767,4,Reidmount Ave,Sheppard Ave E,South,Reidmount Ave,East,T10480,22,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2853707854004, 43.7837988304857]]}"
1919,3490,SH-01625,2,Sandhurst Crcl,Finch Ave E,South,Sandhurst Crcl,West,T2547,23,None,C,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2705648520859, 43.8070064277983]]}"
1920,3495,SH-03598,2550,Pharmacy Ave,Finch Ave E,South,Pharmacy Ave,West,T2538,22,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3264439585477, 43.7940999882817]]}"
1921,3497,SH-02243,39,Wayside Ave,Kennedy Rd,West,Finch Ave E,North,T4082,22,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2970935539597, 43.8014458047354]]}"
1922,3499,SH-03519,39,Wayside Ave,Finch Ave E,North,Wayside Ave,East,T2571,22,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2994621974247, 43.8007053856859]]}"
1923,3501,SH-02328,2775,Don Mills Rd,Don Mills Rd E,East,Fairview Mall Dr,North,T1929,17,None,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3487038142378, 43.7795180853788]]}"
1924,3504,SH-03254,2150,Eglinton Ave W,Eglinton Ave W,North,Montcalm Ave,East,None,08,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4595766159309, 43.6937361689401]]}"
1925,3505,SH-01162,2345,Finch Ave W,Finch Ave W,South,Weston Rd,East,None,07,Emery Village,Standard Daytech,Temporarily Removed,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.541812665886, 43.7520091095759]]}"
1926,3510,SH-01542,75,Queen St E,Queen St E,South,Church St,West,T3040,13,Historic Queen East,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3759176293644, 43.6530597281884]]}"
1927,3516,SH-02094,906,Sheppard Ave W,Sheppard Ave W,North,Wilson Heights Blvd,East,T7300,06,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4564489100298, 43.751852073545]]}"
1928,3517,SH-02562,401,The West Mall,Burnhamthorpe Cres,North,The West Mall,East,T698,02,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5669992710694, 43.6448013744981]]}"
1929,3527,TR-04083,85,The East Mall,North Queen St,South,The East Mall,East,T14320,03,None,RN1,Existing,Provincial,S0514320,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5488474863416, 43.6204948402631]]}"
1930,3528,TR-04085,87,Island Rd,Island Rd,South,East Ave,West,T6470,25,None,LCN,Existing,Provincial,S4406470,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1392715997757, 43.7979332209389]]}"
1931,3529,TR-04086,4052,Ellesmere Rd,Ellesmere Rd,North,Muirbank Blvd,East,T10522,25,None,LCN,Existing,Provincial,S4410522,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.157647561992, 43.7939909576319]]}"
1932,3530,TR-04091,3295,Ellesmere Rd,Military Trl,East,Ellesmere Rd,South,T7977,25,None,RN1,Existing,Provincial,S4407977,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1867208045586, 43.785902694341]]}"
1933,3531,TR-04095,110,Progress Ave,Midland Ave,West,Progress Ave,North,T5734,21,None,LCN,Existing,Provincial,S3705734,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2732464616179, 43.7730553938176]]}"
1934,3533,TR-04097,297,The East Mall,The East Mall,East,Bloor St W,South,T2201,03,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.556305945417, 43.6366943181119]]}"
1935,3534,TR-04098,210,The West Mall,The West Mall,West,West Mall Cres,North,T8660,02,None,LKN,Existing,Provincial,S0308660,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5594340702873, 43.6297481185877]]}"
1936,3535,TR-04102,885,Progress Ave,Progress Ave,South,Estate Dr,West,T4547,24,None,LKN,Existing,Provincial,S3804547,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.235474382446, 43.7813478826813]]}"
1937,3536,TR-04103,75,The East Mall,The East Mall,East,North Queen St,South,T5045,03,None,LKN,Existing,Provincial,S0505045,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5479721361053, 43.6187742043993]]}"
1938,3537,TR-04104,1224,Broadview Ave,Broadview Ave,West,Torrens Ave,South,T663,14,None,RN2,Existing,Provincial,S2900663,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3551766592399, 43.6900686897531]]}"
1939,3538,TR-04105,49,Thorncliffe Park Dr,Thorncliffe Park Dr,East,Milepost Pl,South,T8344,15,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3424823698293, 43.7024126404473]]}"
1940,3539,TR-04106,28,Rosebank Dr,Progress Ave,West,Rosebank Dr,North,T12056,23,None,LKN,Existing,Provincial,S4212056,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.234241845837, 43.7924967712073]]}"
1941,3540,TR-04107,12,Thorncliffe Park Dr,Thorncliffe Park Dr,East,Overlea Blvd,South,T8348,15,None,LKN,Existing,Provincial,S2608348,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3488633456531, 43.7045731635432]]}"
1942,3541,TR-04111,2200,Lake Shore Blvd W,Lake Shore Blvd W,Centre North,Park Lawn Rd,West,T5196B,03,None,Q10-SA,Existing,Provincial,TS12368M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4814376730002, 43.6227786316732]]}"
1943,3542,TR-04112,2200,Lake Shore Blvd W,Lake Shore Blvd W,Centre North,Park Lawn Rd,West,T5196C,03,None,Q10-SA,Existing,Provincial,TS12366L,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.481412112158, 43.6228138590188]]}"
1944,3543,TR-04110,2200,Lake Shore Blvd W,Lake Shore Blvd W,Centre North,Park Lawn Rd,West,T5196A,03,None,Q10-SA,Existing,Provincial,TS12370R,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4815138353371, 43.6226716263103]]}"
1945,3545,SH-03137,2062X,Islington Ave,Islington Ave,West,Kingsview Blvd,North,T3807,01,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5482041875569, 43.6999791190798]]}"
1946,3546,TR-04186,None,None,William R Allen Rd,West,Rimrock Rd,North,T14835,06,DuKe Heights,LCN,Existing,Provincial,S0814835,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4651658679361, 43.7579709251694]]}"
1947,3548,TR-04210,239,Scarlett Rd,Scarlett Rd,East,East Dr,South,T7082,05,None,LC,Existing,Provincial,0TS12918,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.505788336817, 43.676740899722]]}"
1948,3549,TR-04195,None,None,Midland Ave,East,Goodland Gt,South,T5705,23,None,LKN,Existing,Provincial,S4105705,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2752670620165, 43.7787907651604]]}"
1949,3550,TR-04223,755,Oakdale Rd,Oakdale Rd,East,Finch Ave W,South,T5894,07,None,LKN,Temporarily Removed,Provincial,S0705894,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5260803946124, 43.7531023331343]]}"
1950,3552,TR-04190,695,Sheppard Ave W,Sheppard Ave W,South,Yeomans Rd,West,T7304,06,None,LC,Existing,Provincial,0TS12840,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4434577933629, 43.7543756320851]]}"
1951,3553,TR-04205,29,Trudy Rd,Finch Ave E,South,Trudy Rd,East,T2564,17,None,LK,Existing,Provincial,0TS12788,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3627050566344, 43.7908201309114]]}"
1952,3554,TR-04202,None,None,Brimorton Dr,South,Orton Park Rd,West,T11100,24,None,RN2,Existing,Provincial,S4311100,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2089454113041, 43.7713643717261]]}"
1953,3555,TR-04158,410,Queens Quay W,Lower Spadina Ave,Centre East,Queens Quay W,North,T12085B,10,None,Q10-SA,Existing,Provincial,TS12684M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3919612004093, 43.6380716632384]]}"
1954,3556,TR-04225,541,Birchmount Rd,Birchmount Rd,East,Zenith Dr,North,T7561,20,None,LCN,Existing,Provincial,S3507561,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2697578978806, 43.7112809445193]]}"
1955,3557,TR-04138,1480,Kennedy Rd,Ellesmere Rd,South,Kennedy Rd,West,T7693,21,Kennedy Road,LK,Existing,Provincial,00TS9662,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2814672019667, 43.7655964307522]]}"
1956,3558,TR-04198,3604,Dufferin St,Dufferin St,West,Anthony Rd,North,T2107,06,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4587938507209, 43.7311977600676]]}"
1957,3559,TR-04214,160,The Westway,The Westway,North,Islington Ave,East,T6191,02,None,LC,Existing,Provincial,00TS1336,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5425766272338, 43.6888082124839]]}"
1958,3560,TR-04192,None,None,The Queensway,North,South Kingsway,East,T15146,04,None,LC,Existing,Provincial,0TS13790,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4728904109865, 43.6362839214188]]}"
1959,3561,TR-04212,11,Church St,Church St,South,Weston Rd,East,T4887,05,Weston Village,LCN,Existing,Provincial,S1104887,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5249997521493, 43.7032584336826]]}"
1960,3562,TR-04168,None,None,College St,Centre South,Spadina Ave,West,T843C,11,Chinatown,Q10-SA,Existing,Provincial,TS12700L,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.400692539311, 43.6578220402852]]}"
1961,3563,TR-04203,226,Morningside Ave,Morningside Ave,West,Ling Rd,North,T14612,24,None,LCN,Existing,Provincial,S4314612,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1858376356749, 43.7667160249132]]}"
1962,3564,TR-04178,None,None,Burnhamthorpe Rd,North,The East Mall,East,T674,02,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5596171869362, 43.6464661521758]]}"
1963,3565,TR-04129,721,Royal York Rd,Royal York Rd,East,Coney Rd,North,T6983,03,None,LC,Existing,Provincial,00TS3440,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5058924194441, 43.6345735253388]]}"
1964,3566,TR-04171,1407,Warden Ave,Warden Ave,East,Canadian Rd,North,T8544,21,None,LC,Existing,Provincial,0TS12796,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3001301866624, 43.7591023664396]]}"
1965,3567,TR-04177,2,Palk Lane,Staines Rd,East,Palk Lane,North,T14423,23,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2319829954035, 43.8401218063201]]}"
1966,3568,TR-04222,570,Birchmount Rd,Birchmount Rd,West,St Clair Ave E,South,T7560,20,None,LCN,Existing,Provincial,S3507560,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2709816933521, 43.7135950435874]]}"
1967,3569,TR-04167,None,None,College St,Centre South,Spadina Ave,West,T843B,11,Chinatown,Q10-SA,Existing,Provincial,TS12702M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4006267493019, 43.6578330727747]]}"
1968,3571,TR-04187,None,None,Mcnicoll Ave,North,Mccowan Rd,East,T12029,23,None,RN1,Existing,Provincial,S4112029,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2717436821981, 43.8181060756207]]}"
1969,3572,TR-04170,632,Brimley Rd,Brimley Rd,West,Gully Dr,South,T632,21,None,LKN,Existing,Provincial,S3700632,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2513029958565, 43.7435054282289]]}"
1970,3573,TR-04161,11,Bathurst St,Bathurst St,Centre East,Queens Quay W,North,T13368B,10,The Waterfront,Q10-SA,Existing,Provincial,TS12690M,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3986749700353, 43.6359448797028]]}"
1971,3574,TR-04193,2683,Lawrence Ave E,Lawrence Ave E,South,Brockley Dr,East,T9930,21,None,LKN,Existing,Provincial,S3709930,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.261477397082, 43.7521489432469]]}"
1972,3575,TR-04159,410,Queens Quay W,Lower Spadina Ave,Centre East,Queens Quay W,North,T12085C,10,None,Q10-SA,Existing,Provincial,TS12682L,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3919832696647, 43.6381156828387]]}"
1973,3576,TR-04197,None,None,Midland Ave,East,Finch Ave E,South,T5702,23,None,LC,Temporarily Removed,Provincial,0TS12786,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2860439799589, 43.8036075696236]]}"
1974,3577,TR-04191,986,Wilson Ave,Wilson Ave,North,Dubray Ave,East,T8843,06,Wilson Village,LC,Existing,Provincial,0TS12776,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4756705419125, 43.7287616702222]]}"
1975,3578,TR-04176,None,None,Evans Ave,South,Gamma St,West,T2443,03,None,RN2,Existing,Provincial,S0602443,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5411480327172, 43.6123663707149]]}"
1976,3579,TR-04224,None,None,Leslie St,East,Lawrence Ave E,North,T5453,16,None,LC,Existing,Provincial,0TS12844,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3558934217876, 43.7349882229677]]}"
1977,3580,TR-04196,743,Birchmount Rd,Birchmount Rd,East,Chelwood Rd,South,T394,20,None,LCN,Existing,Provincial,S3500394,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2758089211362, 43.7251136284771]]}"
1978,3581,TR-04137,1,Rosemount Dr,Eglinton Ave E,North,Rosemount Dr,East,T2307,21,None,U,Temporarily Removed,Provincial,00TS9680,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2737728684144, 43.7310360661415]]}"
1979,3582,TR-04162,11,Bathurst St,Bathurst St,Centre East,Queens Quay W,North,T13368C,10,The Waterfront,Q10-SA,Existing,Provincial,TS12688L,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3988345188354, 43.636015042768]]}"
1980,3583,TR-04163,None,None,College St,Centre North,Spadina Ave,East,T844A,11,None,Q10-SA,Existing,Provincial,TS12698R,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3996193028106, 43.6580135607372]]}"
1981,3584,TR-04133,None,None,Yonge St,West,Lord Seaton Rd,South,T9021,08,None,LC,Existing,Provincial,00TS9060,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4083084699461, 43.7521541437364]]}"
